time,BTCUSDT,ETHUSDT,LTCUSDT,DOTUSDT,MATICUSDT,SOLUSDT,ETCUSDT,ALGOUSDT,BNBUSDT,ADAUSDT,AVAXUSDT,SUIUSDT,NEARUSDT,HBARUSDT,APTUSDT
2020-02-23 00:00:00+00:00,34.398361,996.07438,1201.05888,,,,2516.33,,4063.46,764523.0,,,,,
2020-02-24 00:00:00+00:00,72.471237,1533.77477,2898.47495,,,,4209.71,,5169.97,772016.7,,,,,
2020-02-25 00:00:00+00:00,70.055603,1022.81352,2581.37387,,,,2028.82,,4104.32,1602124.0,,,,,
2020-02-26 00:00:00+00:00,127.025997,2046.43004,4722.98525,,,,5688.32,,6565.55,1820846.9,,,,,
2020-02-27 00:00:00+00:00,87.447145,3034.41462,4393.75326,,,,7742.41,,6781.53,1265457.5,,,,,
2020-02-28 00:00:00+00:00,113.603047,1914.29499,4756.17846,,,,4549.97,,6928.31,1352978.8,,,,,
2020-02-29 00:00:00+00:00,30.989384,605.28554,1002.7197,,,,1273.23,,4322.42,1112944.3,,,,,
2020-03-01 00:00:00+00:00,62.480797,847.41527,2300.32401,,,,1943.14,,4160.04,896911.0,,,,,
2020-03-02 00:00:00+00:00,75.481934,1319.55097,1987.22371,,,,4345.63,,4416.43,1088016.2,,,,,
2020-03-03 00:00:00+00:00,99.933376,1171.48179,2326.56937,,,,5121.82,,4457.45,603677.9,,,,,
2020-03-04 00:00:00+00:00,69.532432,1239.3893,2195.8763,,,,7935.96,,6083.55,905986.8,,,,,
2020-03-05 00:00:00+00:00,94.383394,2466.55249,3168.24517,,,,7481.19,,5601.11,903832.0,,,,,
2020-03-06 00:00:00+00:00,62.796637,2517.88507,2992.23081,,,,3903.43,,4584.09,448222.2,,,,,
2020-03-07 00:00:00+00:00,77.674978,996.4258,2272.86842,,,,2400.0,,3257.88,473032.4,,,,,
2020-03-08 00:00:00+00:00,127.36534,3861.77435,4196.36087,,,,14144.71,,9990.91,1450422.2,,,,,
2020-03-09 00:00:00+00:00,304.948987,2625.20342,5076.43523,,,,17484.35,,12060.95,1293483.3,,,,,
2020-03-10 00:00:00+00:00,146.684987,846.97272,1062.281,,,,3173.21,,7161.07,1240682.5,,,,,
2020-03-11 00:00:00+00:00,114.702022,1650.75888,2425.84226,,,,8266.74,,5649.03,1335629.7,,,,,
2020-03-12 00:00:00+00:00,2078.443533,13000.77513,20680.81325,,,,88589.28,,40697.89,7108667.7,,,,,
2020-03-13 00:00:00+00:00,2402.633114,19549.31514,20722.24,,,,154057.22,,45514.76,6560454.1,,,,,
2020-03-14 00:00:00+00:00,183.878643,1764.13337,1283.08028,,,,4260.21,,7779.82,490698.6,,,,,
2020-03-15 00:00:00+00:00,306.334772,2463.03128,2175.32509,,,,5612.15,,9883.42,1305370.1,,,,,
2020-03-16 00:00:00+00:00,525.896332,5198.22665,7603.42802,,,,8941.38,,16074.23,1671617.4,,,,,
2020-03-17 00:00:00+00:00,307.111606,1513.23269,2328.50042,,,,30467.04,,8599.75,163212.4,,,,,
2020-03-18 00:00:00+00:00,567.576802,895.99068,1621.17539,,,,4319.98,,4806.95,533749.9,,,,,
2020-03-19 00:00:00+00:00,480.699799,1864.62545,2338.5451,,,,8732.53,,14803.4,1974577.0,,,,,
2020-03-20 00:00:00+00:00,542.741617,4890.83845,5662.67943,,,,37609.28,,20132.92,1766212.7,,,,,
2020-03-21 00:00:00+00:00,349.50878,3332.07633,1075.01437,,,,13705.69,,9009.11,1106348.7,,,,,
2020-03-22 00:00:00+00:00,382.082858,3354.95937,2153.34856,,,,18166.44,,9947.88,577972.4,,,,,
2020-03-23 00:00:00+00:00,325.910685,2349.19963,1448.38963,,,,17384.23,,12583.49,2268187.3,,,,,
2020-03-24 00:00:00+00:00,193.537502,1431.65673,1854.93396,,,,6212.46,,6009.03,466706.9,,,,,
2020-03-25 00:00:00+00:00,179.296648,785.72493,1961.76473,,,,8058.63,,6898.98,614742.8,,,,,
2020-03-26 00:00:00+00:00,176.751321,1073.85174,2073.14899,,,,6480.24,,2576.52,794522.5,,,,,
2020-03-27 00:00:00+00:00,156.399686,2572.57565,2031.76013,,,,5627.31,,3293.76,1277201.2,,,,,
2020-03-28 00:00:00+00:00,282.316189,3006.63862,4195.84276,,,,12378.94,,12510.73,599534.9,,,,,
2020-03-29 00:00:00+00:00,245.719311,1102.66091,1980.70096,,,,5729.37,,6009.25,1157929.2,,,,,
2020-03-30 00:00:00+00:00,374.646417,1205.00498,1490.5513,,,,3253.42,,4647.68,1653078.0,,,,,
2020-03-31 00:00:00+00:00,200.191905,3971.60144,970.88362,,,,3142.77,,5137.29,711975.4,,,,,
2020-04-01 00:00:00+00:00,244.83346,4316.23326,1863.85101,,,,6149.62,,9535.01,621409.4,,,,,
2020-04-02 00:00:00+00:00,569.861637,4724.36269,1853.37027,,,,4030.54,,12827.57,684132.8,,,,,
2020-04-03 00:00:00+00:00,374.740512,1215.9177,2037.38888,,,,5051.72,,7366.72,659720.2,,,,,
2020-04-04 00:00:00+00:00,278.684236,1055.1755,1292.06238,,,,10277.75,,11801.34,749316.6,,,,,
2020-04-05 00:00:00+00:00,129.581436,878.41559,680.47131,,,,2989.44,,4817.05,554822.6,,,,,
2020-04-06 00:00:00+00:00,271.71646,2645.27634,1696.25778,,,,5379.82,,12850.62,1064196.2,,,,,
2020-04-07 00:00:00+00:00,193.637296,2523.59539,1807.20727,,,,4818.95,,14733.43,769760.3,,,,,
2020-04-08 00:00:00+00:00,137.537852,2052.51745,654.61081,,,,5245.05,,6500.21,989916.4,,,,,
2020-04-09 00:00:00+00:00,73.043289,1649.83831,960.84008,,,,4265.75,,3315.99,333717.3,,,,,
2020-04-10 00:00:00+00:00,94.517529,4586.25262,2994.838,,,,7220.9,,12584.59,2089421.9,,,,,
2020-04-11 00:00:00+00:00,46.401843,1024.98512,1228.12865,,,,4521.49,,8986.85,834538.6,,,,,
2020-04-12 00:00:00+00:00,91.2665,1838.31293,1394.6892,,,,4486.61,,10535.74,854318.8,,,,,
2020-04-13 00:00:00+00:00,115.760435,2020.94931,1793.93822,,,,2262.96,,17606.99,994958.5,,,,,
2020-04-14 00:00:00+00:00,63.647023,1109.74947,1380.17416,,,,1447.67,,14633.84,630140.7,,,,,
2020-04-15 00:00:00+00:00,80.44159,744.3466,1498.95862,,,,1014.44,,6757.99,526521.9,,,,,
2020-04-16 00:00:00+00:00,282.056698,5130.15112,2385.51997,,,,10645.56,,9946.37,1436475.4,,,,,
2020-04-17 00:00:00+00:00,71.961671,1052.19269,983.73687,,,,871.2,,5697.88,330421.6,,,,,
2020-04-18 00:00:00+00:00,75.897316,2547.49031,1251.87772,,,,2663.7,,4496.05,720311.0,,,,,
2020-04-19 00:00:00+00:00,66.48976,1590.45702,912.72699,,,,3451.37,,4064.18,469823.9,,,,,
2020-04-20 00:00:00+00:00,147.097576,3312.88087,768.59586,,,,1943.13,,5032.78,999010.1,,,,,
2020-04-21 00:00:00+00:00,183.05607,874.00846,339.91226,,,,1320.07,,3553.92,1064633.9,,,,,
2020-04-22 00:00:00+00:00,84.760407,3254.75538,605.77103,,,,2820.44,,3875.44,779617.6,,,,,
2020-04-23 00:00:00+00:00,206.001356,3766.24905,1562.94045,,,,3203.59,,7933.39,1551100.0,,,,,
2020-04-24 00:00:00+00:00,110.173282,800.06315,1547.10283,,,,1317.32,,8983.63,1598340.3,,,,,
2020-04-25 00:00:00+00:00,98.724925,1540.24789,1761.08947,,,,5187.28,,4497.34,1800325.4,,,,,
2020-04-26 00:00:00+00:00,88.994885,909.58284,745.4455,,,,7158.03,,3179.98,1295585.3,,,,,
2020-04-27 00:00:00+00:00,75.132129,1191.24271,1387.45572,,,,4187.7,,2737.74,1618197.7,,,,,
2020-04-28 00:00:00+00:00,44.404302,329.50845,911.43748,,,,1500.04,,1488.59,548840.9,,,,,
2020-04-29 00:00:00+00:00,320.888147,3171.2335,1695.67197,,,,5883.91,,15497.69,2674035.7,,,,,
2020-04-30 00:00:00+00:00,384.675439,3411.3324,3684.5833,,,,7956.99,,19929.96,3691542.2,,,,,
2020-05-01 00:00:00+00:00,137.638493,2089.70932,2547.7883,,,,1946.93,,5539.54,1994085.6,,,,,
2020-05-02 00:00:00+00:00,59.469765,975.01221,830.44714,,,,12695.73,,2770.56,665698.3,,,,,
2020-05-03 00:00:00+00:00,210.049083,1083.14718,1249.07065,,,,9594.86,,11004.43,1543046.2,,,,,
2020-05-04 00:00:00+00:00,198.32248,2528.80188,1231.37804,,,,5970.93,,13299.21,1258734.1,,,,,
2020-05-05 00:00:00+00:00,133.86243,609.3047,1024.47224,,,,3531.39,,3352.96,1760335.0,,,,,
2020-05-06 00:00:00+00:00,242.577093,3721.34678,995.06694,,,,2997.68,,5631.68,1188162.5,,,,,
2020-05-07 00:00:00+00:00,340.351689,3039.68944,1088.59178,,,,4319.87,,12759.29,1104640.7,,,,,
2020-05-08 00:00:00+00:00,138.251436,1747.73865,1128.00012,,,,5157.42,,3522.28,1545281.8,,,,,
2020-05-09 00:00:00+00:00,145.785194,827.87601,1258.03011,,,,1974.78,,7403.93,1313138.6,,,,,
2020-05-10 00:00:00+00:00,600.65983,4717.0433,3708.12781,,,,22313.79,,17468.54,4464538.1,,,,,
2020-05-11 00:00:00+00:00,399.574609,1150.25111,2118.07838,,,,8191.47,,10977.07,3273624.1,,,,,
2020-05-12 00:00:00+00:00,153.606379,1059.28619,753.90543,,,,2089.35,,9925.16,2325685.5,,,,,
